DATE,M3NS
1981-12-01,2259.0
1982-01-01,2276.6
1982-02-01,2276.4
1982-03-01,2298.8
1982-04-01,2328.1
1982-05-01,2332.9
1982-06-01,2353.0
1982-07-01,2373.5
1982-08-01,2401.9
1982-09-01,2416.5
1982-10-01,2441.8
1982-11-01,2455.9
1982-12-01,2469.1
1983-01-01,2492.3
1983-02-01,2507.5
1983-03-01,2529.3
1983-04-01,2555.7
1983-05-01,2559.8
1983-06-01,2579.8
1983-07-01,2597.6
1983-08-01,2610.8
1983-09-01,2626.0
1983-10-01,2649.4
1983-11-01,2681.1
1983-12-01,2708.5
1984-01-01,2721.4
1984-02-01,2733.2
1984-03-01,2766.6
1984-04-01,2802.1
1984-05-01,2817.8
1984-06-01,2845.8
1984-07-01,2870.7
1984-08-01,2885.8
1984-09-01,2905.6
1984-10-01,2932.3
1984-11-01,2965.9
1984-12-01,3004.6
1985-01-01,3026.5
1985-02-01,3031.7
1985-03-01,3051.6
1985-04-01,3062.5
1985-05-01,3067.0
1985-06-01,3100.0
1985-07-01,3111.9
1985-08-01,3129.9
1985-09-01,3148.5
1985-10-01,3166.9
1985-11-01,3189.7
1985-12-01,3221.6
1986-01-01,3243.0
1986-02-01,3241.8
1986-03-01,3272.8
1986-04-01,3309.9
1986-05-01,3318.4
1986-06-01,3348.8
1986-07-01,3381.2
1986-08-01,3407.3
1986-09-01,3432.2
1986-10-01,3453.7
1986-11-01,3474.9
1986-12-01,3513.3
1987-01-01,3536.0
1987-02-01,3524.1
1987-03-01,3538.4
1987-04-01,3568.1
1987-05-01,3565.1
1987-06-01,3588.0
1987-07-01,3599.8
1987-08-01,3621.1
1987-09-01,3639.8
1987-10-01,3665.6
1987-11-01,3689.1
1987-12-01,3698.7
1988-01-01,3719.9
1988-02-01,3728.0
1988-03-01,3759.7
1988-04-01,3796.0
1988-05-01,3798.5
1988-06-01,3827.8
1988-07-01,3851.5
1988-08-01,3864.9
1988-09-01,3872.3
1988-10-01,3888.4
1988-11-01,3917.4
1988-12-01,3941.1
1989-01-01,3944.3
1989-02-01,3932.8
1989-03-01,3962.2
1989-04-01,3980.0
1989-05-01,3958.1
1989-06-01,3987.5
1989-07-01,4016.6
1989-08-01,4027.3
1989-09-01,4029.7
1989-10-01,4043.6
1989-11-01,4071.4
1989-12-01,4089.5
1990-01-01,4091.7
1990-02-01,4089.8
1990-03-01,4102.8
1990-04-01,4117.5
1990-05-01,4093.4
1990-06-01,4111.3
1990-07-01,4125.2
1990-08-01,4145.4
1990-09-01,4147.1
1990-10-01,4149.8
1990-11-01,4156.8
1990-12-01,4166.1
1991-01-01,4177.9
1991-02-01,4191.0
1991-03-01,4209.9
1991-04-01,4220.9
1991-05-01,4195.9
1991-06-01,4205.2
1991-07-01,4197.0
1991-08-01,4197.1
1991-09-01,4182.8
1991-10-01,4187.1
1991-11-01,4209.7
1991-12-01,4222.8
1992-01-01,4218.1
1992-02-01,4234.3
1992-03-01,4241.6
1992-04-01,4240.1
1992-05-01,4211.1
1992-06-01,4211.4
1992-07-01,4212.2
1992-08-01,4227.9
1992-09-01,4225.1
1992-10-01,4227.8
1992-11-01,4240.7
1992-12-01,4237.6
1993-01-01,4210.1
1993-02-01,4201.2
1993-03-01,4210.9
1993-04-01,4225.3
1993-05-01,4231.4
1993-06-01,4238.4
1993-07-01,4234.7
1993-08-01,4237.8
1993-09-01,4239.4
1993-10-01,4253.0
1993-11-01,4283.5
1993-12-01,4304.5
1994-01-01,4288.5
1994-02-01,4258.1
1994-03-01,4276.8
1994-04-01,4307.0
1994-05-01,4285.3
1994-06-01,4294.9
1994-07-01,4317.4
1994-08-01,4316.7
1994-09-01,4318.0
1994-10-01,4335.6
1994-11-01,4364.0
1994-12-01,4389.0
1995-01-01,4397.4
1995-02-01,4387.0
1995-03-01,4417.7
1995-04-01,4454.0
1995-05-01,4459.4
1995-06-01,4510.2
1995-07-01,4537.6
1995-08-01,4570.0
1995-09-01,4585.7
1995-10-01,4604.8
1995-11-01,4631.1
1995-12-01,4658.8
1996-01-01,4676.3
1996-02-01,4694.8
1996-03-01,4746.4
1996-04-01,4770.7
1996-05-01,4769.3
1996-06-01,4807.1
1996-07-01,4827.5
1996-08-01,4850.3
1996-09-01,4869.6
1996-10-01,4911.9
1996-11-01,4954.3
1996-12-01,5008.0
1997-01-01,5021.6
1997-02-01,5047.3
1997-03-01,5100.4
1997-04-01,5145.3
1997-05-01,5128.8
1997-06-01,5166.8
1997-07-01,5216.1
1997-08-01,5278.7
1997-09-01,5309.2
1997-10-01,5358.6
1997-11-01,5425.1
1997-12-01,5489.2
1998-01-01,5522.2
1998-02-01,5554.2
1998-03-01,5638.5
1998-04-01,5679.9
1998-05-01,5673.2
1998-06-01,5711.8
1998-07-01,5721.5
1998-08-01,5792.2
1998-09-01,5851.5
1998-10-01,5927.5
1998-11-01,6015.4
1998-12-01,6087.9
1999-01-01,6102.9
1999-02-01,6151.2
1999-03-01,6172.0
1999-04-01,6211.7
1999-05-01,6188.3
1999-06-01,6219.7
1999-07-01,6232.2
1999-08-01,6265.7
1999-09-01,6282.4
1999-10-01,6346.7
1999-11-01,6467.2
1999-12-01,6597.1
2000-01-01,6630.9
2000-02-01,6661.1
2000-03-01,6753.1
2000-04-01,6812.4
2000-05-01,6765.3
2000-06-01,6805.1
2000-07-01,6836.1
2000-08-01,6905.8
2000-09-01,6957.5
2000-10-01,6982.0
2000-11-01,7043.7
2000-12-01,7173.8
2001-01-01,7259.5
2001-02-01,7332.5
2001-03-01,7428.5
2001-04-01,7546.0
2001-05-01,7551.6
2001-06-01,7631.7
2001-07-01,7644.1
2001-08-01,7658.0
2001-09-01,7802.5
2001-10-01,7845.9
2001-11-01,7981.4
2001-12-01,8105.8
2002-01-01,8086.7
2002-02-01,8128.1
2002-03-01,8174.2
2002-04-01,8171.9
2002-05-01,8159.6
2002-06-01,8184.9
2002-07-01,8202.6
2002-08-01,8268.9
2002-09-01,8285.5
2002-10-01,8317.1
2002-11-01,8513.4
2002-12-01,8633.5
2003-01-01,8602.0
2003-02-01,8635.5
2003-03-01,8694.4
2003-04-01,8714.2
2003-05-01,8728.4
2003-06-01,8792.3
2003-07-01,8850.5
2003-08-01,8902.7
2003-09-01,8871.7
2003-10-01,8852.1
2003-11-01,8894.6
2003-12-01,8927.8
2004-01-01,8930.7
2004-02-01,8993.9
2004-03-01,9108.2
2004-04-01,9178.3
2004-05-01,9236.2
2004-06-01,9281.4
2004-07-01,9257.1
2004-08-01,9299.9
2004-09-01,9333.8
2004-10-01,9329.1
2004-11-01,9396.0
2004-12-01,9482.2
2005-01-01,9479.3
2005-02-01,9511.8
2005-03-01,9584.7
2005-04-01,9660.5
2005-05-01,9654.6
2005-06-01,9734.3
2005-07-01,9745.7
2005-08-01,9852.8
2005-09-01,9938.7
2005-10-01,10005.7
2005-11-01,10077.2
2005-12-01,10201.4
2006-01-01,10221.9
2006-02-01,10276.1
